租金,room_size,室,卫,厅,天然气,空调,独卫,飘窗,阳台,district_name,price_y,最近地铁距离,1500内地铁口,最近公交站距离,500内公交站数量,最近银行距离,1000内银行数量,最近影院距离,1000内影院数量,最近餐饮距离,700内餐饮数量,500内超市数量,1000内公园数量,最近菜市场距离,1000内菜市场数量
950,10,3,1,1,0,0,0,1,0,锦江区,19596,1815.524965,琉璃场,40.90858564,5,925.004883,1,526.874234,1,61.76786822,20,13,20,229.1484611,3
1000,14,3,1,1,0,0,0,1,0,锦江区,19596,1815.524965,琉璃场,40.90858564,5,925.004883,1,526.874234,1,61.76786822,20,13,20,229.1484611,3
630,9,3,1,1,0,0,0,1,0,锦江区,19596,1815.524965,琉璃场,40.90858564,5,925.004883,1,526.874234,1,61.76786822,20,13,20,229.1484611,3
1000,13,3,1,1,0,0,0,1,0,锦江区,19596,1815.524965,琉璃场,40.90858564,5,925.004883,1,526.874234,1,61.76786822,20,13,20,229.1484611,3
855,13,4,1,1,0,0,0,1,0,成华区,21190,899.8791419,前锋路 李家沱,289.9251975,5,686.2362975,1,715.4253411,1,32.52680239,20,14,20,308.6252337,3
700,8,4,1,1,0,0,0,0,0,成华区,21190,899.8791419,前锋路 李家沱,289.9251975,5,686.2362975,1,715.4253411,1,32.52680239,20,14,20,308.6252337,3
805,15,4,1,1,0,0,0,0,1,成华区,21190,899.8791419,前锋路 李家沱,289.9251975,5,686.2362975,1,715.4253411,1,32.52680239,20,14,20,308.6252337,3
900,15,4,1,1,0,0,0,1,0,成华区,21190,899.8791419,前锋路 李家沱,289.9251975,5,686.2362975,1,715.4253411,1,32.52680239,20,14,20,308.6252337,3
800,12,3,1,1,0,0,0,1,0,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
710,10,3,1,1,0,0,0,1,0,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
1100,20,3,1,1,0,0,0,0,1,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
530,10,5,2,1,0,0,0,0,0,高新区,16492,1817.488964,华府大道,163.2879572,5,800.3891666,1,913.5199171,1,111.8287225,20,12,15,287.0547736,2
550,11,5,2,1,0,0,0,1,0,高新区,16492,1817.488964,华府大道,163.2879572,5,800.3891666,1,913.5199171,1,111.8287225,20,12,15,287.0547736,2
1100,25,5,2,1,0,1,1,1,0,高新区,16492,1817.488964,华府大道,163.2879572,5,800.3891666,1,913.5199171,1,111.8287225,20,12,15,287.0547736,2
850,23,5,2,1,0,0,0,0,1,高新区,16492,1817.488964,华府大道,163.2879572,5,800.3891666,1,913.5199171,1,111.8287225,20,12,15,287.0547736,2
820,13,3,1,1,0,0,0,1,0,金牛区,14339,1174.806275,衣冠庙,321.5969659,1,541.2349098,3,1150.943465,1,190.5137773,20,14,20,440.1306599,3
1800,15,3,1,1,0,0,0,1,0,金牛区,14339,1174.806275,衣冠庙,321.5969659,1,541.2349098,3,1150.943465,1,190.5137773,20,14,20,440.1306599,3
750,15,3,1,1,0,0,0,1,0,金牛区,14339,1174.806275,衣冠庙,321.5969659,1,541.2349098,3,1150.943465,1,190.5137773,20,14,20,440.1306599,3
1850,25,1,1,1,1,0,0,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
820,10,3,1,1,0,0,0,1,0,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
870,19,3,1,1,0,1,0,0,1,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
890,14,3,1,1,0,0,0,1,0,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
2400,36,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2000,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2000,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1900,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2300,42,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2200,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1900,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1780,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1800,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
600,19,5,2,1,0,0,0,0,1,高新区,16492,1817.488964,华府大道,163.2879572,5,800.3891666,1,913.5199171,1,111.8287225,20,12,15,287.0547736,2
790,13,4,1,1,0,0,0,1,0,高新区,13127,2289.943271,天府三街,114.9667901,5,1607.739749,1,36.69405358,3,83.2281825,20,12,18,488.4101918,2
790,17,4,1,1,0,0,0,0,1,高新区,13127,2289.943271,天府三街,114.9667901,5,1607.739749,1,36.69405358,3,83.2281825,20,12,18,488.4101918,2
820,12,4,1,1,0,0,0,1,0,高新区,13127,2289.943271,天府三街,114.9667901,5,1607.739749,1,36.69405358,3,83.2281825,20,12,18,488.4101918,2
1120,19,3,1,1,0,0,0,0,1,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
1000,14,3,1,1,0,0,0,1,0,高新区,15442,1119.822946,世纪城 锦城广场,107.8985453,3,662.6066368,2,1204.497041,1,79.79956882,20,5,5,1709.702001,1
1600,24,4,2,1,0,0,1,1,0,武侯区,20740,2124.373366,簇锦,47.37878242,5,2687.845391,1,630.0729806,1,34.69366014,20,8,20,819.540513,1
2000,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1900,29,1,1,1,1,1,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2300,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1850,25,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
750,9,3,1,1,0,0,0,1,0,青羊区,20137,695.6213627,清江西路 文化宫,125.2323031,5,219.8670452,1,418.797337,2,105.8469383,20,15,20,489.1201393,3
1080,18,3,1,1,0,1,0,0,0,青羊区,20137,695.6213627,清江西路 文化宫,125.2323031,5,219.8670452,1,418.797337,2,105.8469383,20,15,20,489.1201393,3
890,12,3,1,1,0,0,0,0,0,青羊区,20137,695.6213627,清江西路 文化宫,125.2323031,5,219.8670452,1,418.797337,2,105.8469383,20,15,20,489.1201393,3
690,8,4,1,1,0,0,0,1,0,高新区,13127,2289.943271,天府三街,114.9667901,5,1607.739749,1,36.69405358,3,83.2281825,20,12,18,488.4101918,2
1900,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1780,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
850,14,4,1,1,0,0,0,0,1,高新区,25703,1890.592618,世纪城,266.9630797,5,1676.991556,1,604.9657051,3,270.2708778,20,5,20,958.4248899,1
790,9,4,1,1,0,1,0,1,0,高新区,25703,1890.592618,世纪城,266.9630797,5,1676.991556,1,604.9657051,3,270.2708778,20,5,20,958.4248899,1
1040,20,4,1,1,0,0,0,1,1,高新区,25703,1890.592618,世纪城,266.9630797,5,1676.991556,1,604.9657051,3,270.2708778,20,5,20,958.4248899,1
830,18,4,1,1,0,0,0,1,0,高新区,25703,1890.592618,世纪城,266.9630797,5,1676.991556,1,604.9657051,3,270.2708778,20,5,20,958.4248899,1
950,21,4,2,1,0,0,1,1,0,高新区,,587.0988186,华府大道 四河 广都,223.4701751,2,1211.442387,1,1399.630952,1,113.0812941,20,4,5,150.554199,2
950,21,4,2,1,0,0,1,1,0,武侯区,11678,597.7003933,红牌楼 太平园 高朋大道,137.4592787,5,726.7989713,2,467.6213773,2,35.65969865,20,15,20,507.2673213,3
1900,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
750,22,4,2,1,0,0,0,0,1,高新区,,587.0988186,华府大道 四河 广都,223.4701751,2,1211.442387,1,1399.630952,1,113.0812941,20,4,5,150.554199,2
750,22,4,2,1,0,0,0,0,1,武侯区,11678,597.7003933,红牌楼 太平园 高朋大道,137.4592787,5,726.7989713,2,467.6213773,2,35.65969865,20,15,20,507.2673213,3
630,9,4,2,1,0,0,0,1,0,高新区,,587.0988186,华府大道 四河 广都,223.4701751,2,1211.442387,1,1399.630952,1,113.0812941,20,4,5,150.554199,2
630,9,4,2,1,0,0,0,1,0,武侯区,11678,597.7003933,红牌楼 太平园 高朋大道,137.4592787,5,726.7989713,2,467.6213773,2,35.65969865,20,15,20,507.2673213,3
890,13,4,2,1,0,1,0,0,0,高新区,,587.0988186,华府大道 四河 广都,223.4701751,2,1211.442387,1,1399.630952,1,113.0812941,20,4,5,150.554199,2
890,13,4,2,1,0,1,0,0,0,武侯区,11678,597.7003933,红牌楼 太平园 高朋大道,137.4592787,5,726.7989713,2,467.6213773,2,35.65969865,20,15,20,507.2673213,3
650,10,4,1,1,0,0,0,0,0,成华区,17140,1025.248773,理工大学 二仙桥,100.9851606,4,498.1822952,4,884.7033538,1,33.63129305,20,8,15,139.5115876,2
750,13,4,1,1,0,0,0,1,0,成华区,17140,1025.248773,理工大学 二仙桥,100.9851606,4,498.1822952,4,884.7033538,1,33.63129305,20,8,15,139.5115876,2
500,8,4,1,1,0,0,0,0,0,成华区,17140,1025.248773,理工大学 二仙桥,100.9851606,4,498.1822952,4,884.7033538,1,33.63129305,20,8,15,139.5115876,2
650,10,4,1,1,0,0,0,0,0,成华区,17140,1025.248773,理工大学 二仙桥,100.9851606,4,498.1822952,4,884.7033538,1,33.63129305,20,8,15,139.5115876,2
990,18,2,1,1,0,0,0,0,1,青羊区,18702,1399.288827,清江西路,150.992389,5,527.3920122,3,345.8376141,1,130.0791705,20,15,19,116.1564087,3
850,10,2,1,1,0,0,0,1,0,青羊区,18702,1399.288827,清江西路,150.992389,5,527.3920122,3,345.8376141,1,130.0791705,20,15,19,116.1564087,3
1900,30,1,1,1,1,0,1,1,0,高新区,16375,1421.516685,世纪城,159.634556,4,1153.741834,1,1140.146412,1,34.58770713,20,6,18,1311.222602,1
750,11,3,1,1,0,0,0,0,0,成华区,12855,399.8756192,玉双路 东门大桥 牛王庙 市二医院,192.6856335,5,1127.089665,1,606.0948789,1,122.4008432,20,15,20,50.0374153,3
840,18,3,1,1,0,0,0,0,0,成华区,12855,399.8756192,玉双路 东门大桥 牛王庙 市二医院,192.6856335,5,1127.089665,1,606.0948789,1,122.4008432,20,15,20,50.0374153,3
790,14,3,1,1,0,0,0,0,0,成华区,12855,399.8756192,玉双路 东门大桥 牛王庙 市二医院,192.6856335,5,1127.089665,1,606.0948789,1,122.4008432,20,15,20,50.0374153,3
1000,32,2,2,2,1,0,1,0,0,高新区,19021,2563.718604,天府三街,172.6660812,2,1479.623504,1,1082.329144,1,175.9095599,20,12,19,321.3170049,3
1260,39,2,2,2,1,0,1,0,0,高新区,19021,2563.718604,天府三街,172.6660812,2,1479.623504,1,1082.329144,1,175.9095599,20,12,19,321.3170049,3
2000,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1670,32,1,1,1,1,1,1,1,0,高新区,16375,1421.516685,世纪城,159.634556,4,1153.741834,1,1140.146412,1,34.58770713,20,6,18,1311.222602,1
2200,45,1,1,1,0,1,0,0,0,高新区,16375,1421.516685,世纪城,159.634556,4,1153.741834,1,1140.146412,1,34.58770713,20,6,18,1311.222602,1
1850,33,1,1,1,0,1,0,0,0,高新区,19930,3001.352333,世纪城,139.964035,5,728.7462044,1,254.6025922,3,22.65290211,20,15,20,143.5042231,3
950,12,4,1,1,0,0,0,0,0,成华区,14637,996.1533009,双桥路 万年场 玉双路,128.7142529,5,790.7892864,2,1290.409471,1,212.1057839,20,15,20,250.7306394,3
1050,16,4,1,1,0,0,0,0,0,成华区,14637,996.1533009,双桥路 万年场 玉双路,128.7142529,5,790.7892864,2,1290.409471,1,212.1057839,20,15,20,250.7306394,3
1050,16,4,1,1,0,0,0,0,0,成华区,14637,996.1533009,双桥路 万年场 玉双路,128.7142529,5,790.7892864,2,1290.409471,1,212.1057839,20,15,20,250.7306394,3
840,9,4,1,1,0,0,0,0,0,成华区,14637,996.1533009,双桥路 万年场 玉双路,128.7142529,5,790.7892864,2,1290.409471,1,212.1057839,20,15,20,250.7306394,3
550,13,4,1,1,0,0,0,1,0,锦江区,,691.8462132,惠王陵 洪河,123.4156836,5,858.2533131,2,2701.779649,1,23.14146685,20,10,6,1132.832417,1
630,8,4,1,1,0,0,0,1,0,锦江区,,691.8462132,惠王陵 洪河,123.4156836,5,858.2533131,2,2701.779649,1,23.14146685,20,10,6,1132.832417,1
600,9,4,1,1,0,0,0,1,0,锦江区,,691.8462132,惠王陵 洪河,123.4156836,5,858.2533131,2,2701.779649,1,23.14146685,20,10,6,1132.832417,1
680,12,4,1,1,0,1,0,1,0,锦江区,,691.8462132,惠王陵 洪河,123.4156836,5,858.2533131,2,2701.779649,1,23.14146685,20,10,6,1132.832417,1
1060,23,4,2,1,0,0,0,0,1,武侯区,20740,2124.373366,簇锦,47.37878242,5,2687.845391,1,630.0729806,1,34.69366014,20,8,20,819.540513,1
730,10,4,2,1,0,0,0,0,0,武侯区,20740,2124.373366,簇锦,47.37878242,5,2687.845391,1,630.0729806,1,34.69366014,20,8,20,819.540513,1
750,12,4,2,1,0,0,0,1,0,武侯区,20740,2124.373366,簇锦,47.37878242,5,2687.845391,1,630.0729806,1,34.69366014,20,8,20,819.540513,1
950,18,3,1,1,0,0,0,0,1,武侯区,13455,240.5155804,太平园 高朋大道,358.612287,2,1350.247335,1,762.5932204,1,181.9123938,14,7,19,757.7362017,1
800,13,3,1,1,0,0,0,1,0,武侯区,13455,240.5155804,太平园 高朋大道,358.612287,2,1350.247335,1,762.5932204,1,181.9123938,14,7,19,757.7362017,1
760,13,3,1,1,0,0,0,0,0,武侯区,13455,240.5155804,太平园 高朋大道,358.612287,2,1350.247335,1,762.5932204,1,181.9123938,14,7,19,757.7362017,1
680,8,4,1,1,0,0,0,1,0,青羊区,22288,877.7575959,清江西路 金沙博物馆,187.0765215,5,513.4773054,1,941.3845324,1,86.18371422,15,6,20,674.3339762,3
850,21,4,1,1,0,0,0,0,1,青羊区,22288,877.7575959,清江西路 金沙博物馆,187.0765215,5,513.4773054,1,941.3845324,1,86.18371422,15,6,20,674.3339762,3
740,11,4,1,1,0,0,0,1,0,青羊区,22288,877.7575959,清江西路 金沙博物馆,187.0765215,5,513.4773054,1,941.3845324,1,86.18371422,15,6,20,674.3339762,3
710,8,4,1,1,0,0,0,0,1,青羊区,22288,877.7575959,清江西路 金沙博物馆,187.0765215,5,513.4773054,1,941.3845324,1,86.18371422,15,6,20,674.3339762,3
1200,39,2,2,2,1,0,1,0,0,高新区,19021,2563.718604,天府三街,172.6660812,2,1479.623504,1,1082.329144,1,175.9095599,20,12,19,321.3170049,3
1050,32,2,2,2,1,0,1,0,0,高新区,19021,2563.718604,天府三街,172.6660812,2,1479.623504,1,1082.329144,1,175.9095599,20,12,19,321.3170049,3
1850,26,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1900,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1900,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1950,26,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
1850,26,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2200,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2200,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2000,29,1,1,1,1,0,1,0,0,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2400,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
950,20,4,2,1,0,1,0,0,1,青羊区,18378,563.179452,东坡路 文化宫 龙爪堰 西南财大,172.5474059,4,856.9991194,2,77.9450926,1,46.17594084,20,14,20,224.0840156,3
750,11,4,2,1,0,0,0,1,0,青羊区,18378,563.179452,东坡路 文化宫 龙爪堰 西南财大,172.5474059,4,856.9991194,2,77.9450926,1,46.17594084,20,14,20,224.0840156,3
1000,20,4,2,1,0,0,1,1,0,青羊区,18378,563.179452,东坡路 文化宫 龙爪堰 西南财大,172.5474059,4,856.9991194,2,77.9450926,1,46.17594084,20,14,20,224.0840156,3
2600,42,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2200,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
600,7,3,1,1,0,0,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
760,9,3,1,1,0,0,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
720,10,3,1,1,0,1,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
1850,31,1,1,1,1,0,1,1,0,高新区,16375,1421.516685,世纪城,159.634556,4,1153.741834,1,1140.146412,1,34.58770713,20,6,18,1311.222602,1
2400,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
2200,35,1,1,1,1,0,1,1,1,高新区,14631,476.822895,天府三街 天府五街 世纪城,247.0209216,5,408.4891508,1,1042.418849,1,87.29700133,20,7,20,972.8189934,1
720,10,3,1,1,0,0,0,1,0,高新区,17912,2107.771782,天府五街,90.79512259,4,1559.359206,1,1452.72105,1,202.2697582,15,2,6,938.4550715,2
890,14,3,1,1,0,1,0,0,0,高新区,17912,2107.771782,天府五街,90.79512259,4,1559.359206,1,1452.72105,1,202.2697582,15,2,6,938.4550715,2
790,13,3,1,1,0,0,0,0,0,高新区,17912,2107.771782,天府五街,90.79512259,4,1559.359206,1,1452.72105,1,202.2697582,15,2,6,938.4550715,2
660,13,4,1,1,0,0,0,0,0,金牛区,11596,68.45679616,天河路 犀浦站 犀浦 百草路,55.3231851,3,832.6134167,1,1249.161324,1,38.50245734,20,2,12,831.0842217,3
560,7,4,1,1,0,0,0,0,0,金牛区,11596,68.45679616,天河路 犀浦站 犀浦 百草路,55.3231851,3,832.6134167,1,1249.161324,1,38.50245734,20,2,12,831.0842217,3
1000,20,5,2,1,0,1,0,0,1,高新区,21838,264.2682786,三瓦窑 火车南站,70.62330865,5,590.235457,4,1038.685763,1,284.6396697,20,4,19,309.5117228,2
850,20,5,2,1,0,0,0,1,0,高新区,21838,264.2682786,三瓦窑 火车南站,70.62330865,5,590.235457,4,1038.685763,1,284.6396697,20,4,19,309.5117228,2
620,7,5,2,1,0,0,0,0,0,高新区,21838,264.2682786,三瓦窑 火车南站,70.62330865,5,590.235457,4,1038.685763,1,284.6396697,20,4,19,309.5117228,2
800,11,5,2,1,0,0,0,1,0,高新区,21838,264.2682786,三瓦窑 火车南站,70.62330865,5,590.235457,4,1038.685763,1,284.6396697,20,4,19,309.5117228,2
1200,27,5,2,1,0,0,1,1,0,高新区,21838,264.2682786,三瓦窑 火车南站,70.62330865,5,590.235457,4,1038.685763,1,284.6396697,20,4,19,309.5117228,2
900,21,4,1,1,0,0,1,1,0,青羊区,21520,1648.815774,清江西路,15.76465969,5,602.3730352,4,558.4180233,1,122.3137456,20,13,19,138.1799772,3
525,12,4,1,1,0,0,0,0,1,青羊区,21520,1648.815774,清江西路,15.76465969,5,602.3730352,4,558.4180233,1,122.3137456,20,13,19,138.1799772,3
860,19,4,1,1,0,0,0,0,1,青羊区,21520,1648.815774,清江西路,15.76465969,5,602.3730352,4,558.4180233,1,122.3137456,20,13,19,138.1799772,3
476,10,4,1,1,0,0,0,1,0,青羊区,21520,1648.815774,清江西路,15.76465969,5,602.3730352,4,558.4180233,1,122.3137456,20,13,19,138.1799772,3
550,12,6,2,1,0,0,0,1,0,锦江区,20957,1001.866259,洪河 惠王陵,166.1289572,3,180.7876962,2,3418.7249,1,80.4588807,20,3,7,499.778324,1
580,13,6,2,1,0,1,0,1,0,锦江区,20957,1001.866259,洪河 惠王陵,166.1289572,3,180.7876962,2,3418.7249,1,80.4588807,20,3,7,499.778324,1
1005,25,6,2,1,0,0,1,1,0,锦江区,20957,1001.866259,洪河 惠王陵,166.1289572,3,180.7876962,2,3418.7249,1,80.4588807,20,3,7,499.778324,1
800,18,6,2,1,0,1,0,0,1,锦江区,20957,1001.866259,洪河 惠王陵,166.1289572,3,180.7876962,2,3418.7249,1,80.4588807,20,3,7,499.778324,1
580,12,6,2,1,0,0,0,1,0,锦江区,20957,1001.866259,洪河 惠王陵,166.1289572,3,180.7876962,2,3418.7249,1,80.4588807,20,3,7,499.778324,1
560,11,6,2,1,0,0,0,1,0,锦江区,20957,1001.866259,洪河 惠王陵,166.1289572,3,180.7876962,2,3418.7249,1,80.4588807,20,3,7,499.778324,1
580,8,3,1,1,0,0,0,0,0,成华区,13515,1828.272241,理工大学,161.4838173,3,517.3951946,1,1653.010258,1,512.0246074,9,3,2,767.7469944,1
580,12,3,1,1,0,0,0,0,1,成华区,13515,1828.272241,理工大学,161.4838173,3,517.3951946,1,1653.010258,1,512.0246074,9,3,2,767.7469944,1
690,12,3,1,1,0,0,0,1,0,成华区,13515,1828.272241,理工大学,161.4838173,3,517.3951946,1,1653.010258,1,512.0246074,9,3,2,767.7469944,1
800,12,4,2,1,0,0,0,1,0,青羊区,18378,563.179452,东坡路 文化宫 龙爪堰 西南财大,172.5474059,4,856.9991194,2,77.9450926,1,46.17594084,20,14,20,224.0840156,3
890,15,4,2,1,0,1,0,1,0,武侯区,14247,709.0138452,红牌楼 武侯大道,124.7552203,5,620.5245433,1,784.2804971,3,67.30686988,20,15,20,221.6185837,3
1000,22,4,2,1,0,1,0,0,1,武侯区,14247,709.0138452,红牌楼 武侯大道,124.7552203,5,620.5245433,1,784.2804971,3,67.30686988,20,15,20,221.6185837,3
750,10,4,2,1,0,1,0,0,0,武侯区,14247,709.0138452,红牌楼 武侯大道,124.7552203,5,620.5245433,1,784.2804971,3,67.30686988,20,15,20,221.6185837,3
1100,25,4,2,1,0,1,1,1,0,武侯区,14247,709.0138452,红牌楼 武侯大道,124.7552203,5,620.5245433,1,784.2804971,3,67.30686988,20,15,20,221.6185837,3
770,8,3,1,1,0,1,0,0,0,高新区,14490,662.455343,华府大道 四河 广都,279.1223485,2,1279.494837,1,1465.619643,1,47.12401296,20,4,5,96.67500226,2
600,11,3,1,1,0,0,0,1,0,高新区,14490,662.455343,华府大道 四河 广都,279.1223485,2,1279.494837,1,1465.619643,1,47.12401296,20,4,5,96.67500226,2
750,17,3,1,1,0,1,0,0,0,高新区,14490,662.455343,华府大道 四河 广都,279.1223485,2,1279.494837,1,1465.619643,1,47.12401296,20,4,5,96.67500226,2
785,12,4,1,1,0,1,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
650,10,4,1,1,0,0,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
700,10,4,1,1,0,0,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
680,10,4,1,1,0,1,0,0,0,成华区,20639,1080.786779,塔子山公园 迎晖路 万年场 成都东客站,140.6323672,3,707.5086751,2,1920.289306,1,71.56030087,9,3,5,502.4168213,2
910,19,3,1,1,0,0,0,0,1,武侯区,14755,2923.08344,簇锦,185.5861007,4,2315.090564,1,1170.251622,1,21.82488432,20,2,20,901.7591032,1
750,12,3,1,1,0,0,0,0,0,武侯区,14755,2923.08344,簇锦,185.5861007,4,2315.090564,1,1170.251622,1,21.82488432,20,2,20,901.7591032,1
860,12,3,1,1,0,1,0,1,0,武侯区,14755,2923.08344,簇锦,185.5861007,4,2315.090564,1,1170.251622,1,21.82488432,20,2,20,901.7591032,1
850,9,2,1,1,0,1,0,0,0,武侯区,,1112.984352,锦江宾馆 华西坝 衣冠庙 人民公园,66.72262865,5,312.4714142,2,1438.281178,1,75.92022466,20,15,20,304.0932461,3
